request_id,segment,boat_type,length_m,beam_m,draft_m,power_kw,booking_day,arrival_day,departure_day,nights,lead_days
991,super,yacht,25.19,6.84,3.17,26.0,61,69,72,3,8
1006,motor,motorboat,19.3,5.71,1.86,13.1,61,70,72,2,9
1033,sail,sailboat,12.25,3.87,2.04,4.0,61,71,72,1,10
1081,sail,sailboat,10.46,3.17,1.9,0.0,61,72,74,2,11
1119,motor,motorboat,19.7,5.9,1.7,10.5,61,73,80,7,12
1163,small,motorboat,6.29,2.24,0.66,0.0,61,74,80,6,13
1343,sail,sailboat,17.0,5.42,2.61,11.9,61,80,87,7,19
1685,sail,sailboat,14.2,4.34,2.55,0.0,61,92,96,4,31
1970,motor,motorboat,14.19,4.07,1.24,3.5,61,100,101,1,39
2105,motor,motorboat,15.03,4.49,1.48,9.6,61,104,128,24,43
2195,super,yacht,24.08,6.67,2.65,25.3,61,107,109,2,46
2225,sail,sailboat,13.76,4.49,2.16,3.9,61,108,113,5,47
2316,sail,sailboat,14.56,4.84,2.19,4.6,61,110,120,10,49
2421,small,motorboat,7.32,2.6,0.66,3.0,61,114,117,3,53
2530,sail,sailboat,9.58,3.23,1.63,2.3,61,117,125,8,56
846,small,motorboat,9.37,3.03,1.0,0.0,62,63,65,2,1
853,sail,sailboat,15.8,4.84,2.88,0.0,62,64,66,2,2
858,super,yacht,26.69,7.41,3.47,15.4,62,64,75,11,2
861,sail,sailboat,11.81,4.0,1.89,5.9,62,64,73,9,2
914,sail,sailboat,12.86,4.09,2.23,0.0,62,66,69,3,4
938,small,motorboat,8.16,2.77,0.86,0.0,62,66,68,2,4
958,motor,motorboat,17.07,4.77,1.64,13.4,62,67,68,1,5
972,small,motorboat,8.89,3.14,0.96,0.0,62,68,75,7,6
974,sail,sailboat,13.04,4.17,2.2,4.1,62,68,69,1,6
980,motor,motorboat,10.0,2.83,1.02,0.0,62,68,72,4,6
999,sail,sailboat,11.79,3.76,1.9,0.0,62,69,75,6,7
1015,small,motorboat,8.28,2.76,0.86,2.4,62,70,72,2,8
1100,motor,motorboat,12.31,3.77,1.1,6.6,62,73,74,1,11
1101,sail,sailboat,16.17,5.09,2.59,13.0,62,73,76,3,11
1120,sail,sailboat,14.17,4.33,2.4,3.7,62,73,74,1,11
1132,sail,sailboat,11.77,3.86,2.08,4.1,62,73,80,7,11
1191,motor,motorboat,15.82,4.68,1.66,0.0,62,75,82,7,13
1195,sail,sailboat,10.8,3.52,1.94,4.0,62,75,77,2,13
1196,small,motorboat,6.7,2.21,0.67,2.4,62,75,77,2,13
1208,sail,sailboat,10.5,3.43,1.64,4.7,62,76,79,3,14
1408,motor,motorboat,15.85,4.86,1.47,13.4,62,82,86,4,20
1580,sail,sailboat,13.9,4.27,2.5,6.4,62,88,93,5,26
1595,super,yacht,22.98,5.96,2.56,24.0,62,88,104,16,26
1852,sail,sailboat,9.83,3.02,1.68,3.3,62,96,99,3,34
2164,small,motorboat,6.31,2.08,0.67,2.3,62,106,109,3,44
2623,sail,sailboat,13.49,4.16,2.07,4.4,62,121,123,2,59
3082,sail,sailboat,13.53,4.08,2.13,5.6,62,134,139,5,72
3435,sail,sailboat,13.61,4.3,2.47,4.4,62,143,148,5,81
3449,super,yacht,28.1,7.56,3.69,12.7,62,143,149,6,81
3809,super,yacht,22.84,6.02,2.98,22.7,62,154,156,2,92
843,sail,sailboat,13.17,4.15,2.14,5.6,63,63,64,1,0
844,motor,motorboat,14.99,4.49,1.56,5.2,63,63,67,4,0
860,motor,motorboat,13.66,3.84,1.26,6.8,63,64,65,1,1
867,motor,motorboat,14.08,3.99,1.44,5.5,63,64,66,2,1
868,sail,sailboat,9.5,3.15,1.52,3.0,63,64,66,2,1
872,motor,motorboat,11.4,3.46,1.08,4.1,63,64,87,23,1
879,super,yacht,20.7,5.73,2.6,21.5,63,65,68,3,2
882,sail,sailboat,15.1,4.79,2.74,7.6,63,65,72,7,2
891,small,motorboat,8.82,2.89,0.92,0.0,63,65,72,7,2
896,motor,motorboat,13.93,4.12,1.47,5.8,63,65,68,3,2
928,super,yacht,20.89,5.92,2.48,38.2,63,66,69,3,3
971,sail,sailboat,12.18,3.87,1.82,6.0,63,68,70,2,5
1021,motor,motorboat,12.5,3.82,1.17,0.0,63,70,82,12,7
1028,motor,motorboat,15.27,4.58,1.5,8.8,63,71,74,3,8
1037,super,yacht,21.74,6.2,2.87,17.3,63,71,72,1,8
1066,sail,sailboat,13.3,4.49,2.39,0.0,63,72,83,11,9
1072,small,motorboat,9.3,3.32,0.97,2.8,63,72,73,1,9
1085,small,motorboat,7.04,2.26,0.65,0.0,63,72,75,3,9
1139,super,yacht,20.4,5.4,2.53,16.5,63,74,77,3,11
1160,sail,sailboat,14.24,4.63,2.27,6.2,63,74,78,4,11
1178,sail,sailboat,12.18,3.96,1.84,5.1,63,74,76,2,11
1201,sail,sailboat,11.0,3.47,1.79,0.0,63,75,81,6,12
1216,motor,motorboat,14.38,4.17,1.48,4.0,63,76,78,2,13
1225,sail,sailboat,14.52,4.88,2.3,0.0,63,76,78,2,13
1243,sail,sailboat,14.78,4.95,2.5,3.5,63,77,80,3,14
1741,sail,sailboat,13.5,4.5,2.22,4.8,63,93,95,2,30
1817,sail,sailboat,10.45,3.43,1.61,4.1,63,95,98,3,32
2077,motor,motorboat,18.33,5.44,1.85,12.5,63,103,107,4,40
2162,small,motorboat,9.15,3.16,0.96,3.4,63,106,107,1,43
2219,motor,motorboat,16.86,4.85,1.58,13.4,63,108,110,2,45
2396,sail,sailboat,9.5,2.99,1.5,3.0,63,113,125,12,50
2406,sail,sailboat,9.76,3.15,1.56,0.0,63,114,117,3,51
2462,super,yacht,27.83,7.21,3.57,29.1,63,115,116,1,52
2558,sail,sailboat,14.45,4.47,2.44,6.5,63,118,121,3,55
2618,sail,sailboat,11.34,3.58,1.87,0.0,63,121,124,3,58
3098,super,yacht,26.03,7.44,3.46,19.4,63,134,146,12,71
851,small,motorboat,7.7,2.56,0.86,0.0,64,64,69,5,0
855,small,motorboat,7.34,2.45,0.68,0.0,64,64,70,6,0
892,small,motorboat,6.44,2.1,0.6,0.0,64,65,77,12,1
900,motor,motorboat,16.22,4.96,1.46,11.5,64,66,69,3,2
903,sail,sailboat,16.14,4.9,2.77,13.9,64,66,72,6,2
904,small,motorboat,8.47,2.8,0.93,2.6,64,66,71,5,2
927,sail,sailboat,10.69,3.4,1.86,3.7,64,66,67,1,2
957,sail,sailboat,9.5,2.9,1.61,0.0,64,67,73,6,3
1141,sail,sailboat,12.31,3.84,2.17,4.5,64,74,77,3,10
1153,sail,sailboat,12.54,4.24,2.05,4.0,64,74,75,1,10
1158,motor,motorboat,12.15,3.79,1.13,6.5,64,74,85,11,10
1170,sail,sailboat,11.34,3.44,1.96,0.0,64,74,76,2,10
1217,sail,sailboat,13.72,4.23,2.16,6.9,64,76,77,1,12
1535,sail,sailboat,15.69,5.26,2.64,7.7,64,87,90,3,23
1917,motor,motorboat,13.04,3.89,1.14,6.8,64,98,101,3,34
2088,super,yacht,20.64,5.86,2.66,34.8,64,103,107,4,39
2574,sail,sailboat,11.73,3.65,2.08,4.3,64,119,126,7,55
3969,sail,sailboat,13.3,4.44,2.38,0.0,64,161,175,14,97
4098,small,motorboat,6.96,2.34,0.66,3.3,64,166,168,2,102
4503,super,yacht,28.85,8.23,3.2,31.2,64,186,188,2,122
4551,super,yacht,23.33,6.17,2.87,29.4,64,191,194,3,127
919,sail,sailboat,9.66,2.91,1.76,2.7,65,66,69,3,1
925,small,motorboat,7.5,2.43,0.74,2.7,65,66,67,1,1
943,sail,sailboat,11.22,3.73,1.73,5.8,65,67,69,2,2
944,sail,sailboat,14.41,4.52,2.24,4.8,65,67,70,3,2
950,sail,sailboat,9.5,2.87,1.7,2.9,65,67,72,5,2
953,sail,sailboat,13.64,4.25,2.23,4.3,65,67,68,1,2
968,sail,sailboat,11.05,3.73,1.86,6.7,65,67,73,6,2
995,sail,sailboat,10.56,3.41,1.62,6.7,65,69,71,2,4
996,super,yacht,26.53,7.37,3.16,23.4,65,69,81,12,4
1048,sail,sailboat,13.58,4.39,2.37,0.0,65,71,96,25,6
1058,sail,sailboat,12.44,3.85,2.07,0.0,65,72,77,5,7
1077,sail,sailboat,11.08,3.48,1.86,3.8,65,72,74,2,7
1102,sail,sailboat,12.7,4.22,2.13,5.4,65,73,77,4,8
1111,motor,motorboat,11.4,3.21,1.06,5.3,65,73,78,5,8
1125,small,motorboat,8.96,2.93,0.82,0.0,65,73,74,1,8
1189,motor,motorboat,18.29,5.68,1.64,8.1,65,75,101,26,10
1212,sail,sailboat,13.9,4.35,2.07,4.3,65,76,79,3,11
1223,super,yacht,21.15,5.81,2.75,26.5,65,76,90,14,11
1274,motor,motorboat,13.02,3.98,1.18,4.6,65,78,79,1,13
1362,sail,sailboat,12.06,3.96,1.79,4.4,65,80,86,6,15
1389,sail,sailboat,12.35,4.07,2.15,3.8,65,81,83,2,16
1643,motor,motorboat,20.71,6.33,2.03,17.8,65,90,104,14,25
2218,small,motorboat,7.79,2.75,0.79,2.7,65,108,111,3,43
2450,sail,sailboat,11.49,3.79,2.09,6.5,65,115,120,5,50
2523,sail,sailboat,13.05,4.18,2.38,5.2,65,117,122,5,52
2723,motor,motorboat,13.98,4.16,1.38,5.5,65,123,129,6,58
2876,motor,motorboat,14.78,4.22,1.35,4.1,65,128,131,3,63
3034,motor,motorboat,16.46,4.62,1.61,11.0,65,132,135,3,67
4001,small,motorboat,7.6,2.69,0.7,2.3,65,162,167,5,97
912,small,motorboat,7.08,2.36,0.74,0.0,66,66,67,1,0
935,sail,sailboat,12.06,3.9,2.09,0.0,66,66,81,15,0
937,sail,sailboat,17.0,5.25,2.57,8.7,66,66,68,2,0
946,super,yacht,20.78,5.36,2.25,36.7,66,67,73,6,1
948,motor,motorboat,13.68,4.27,1.18,5.0,66,67,68,1,1
964,motor,motorboat,13.8,3.93,1.39,5.6,66,67,69,2,1
973,small,motorboat,7.89,2.61,0.88,3.2,66,68,75,7,2
1010,motor,motorboat,12.58,3.62,1.33,4.1,66,70,96,26,4
1020,sail,sailboat,13.53,4.23,2.25,0.0,66,70,78,8,4
1023,motor,motorboat,14.33,4.18,1.37,0.0,66,70,73,3,4
1049,motor,motorboat,10.0,2.95,0.96,3.4,66,71,77,6,5
1064,super,yacht,21.91,6.09,2.78,39.9,66,72,77,5,6
1078,motor,motorboat,18.59,5.8,1.68,11.3,66,72,73,1,6
1095,sail,sailboat,13.68,4.25,2.48,6.9,66,73,87,14,7
1144,motor,motorboat,15.47,4.34,1.52,6.8,66,74,80,6,8
1197,sail,sailboat,10.34,3.47,1.67,0.0,66,75,82,7,9
1240,small,motorboat,7.86,2.66,0.86,0.0,66,77,80,3,11
1324,super,yacht,27.35,7.08,3.07,40.0,66,80,82,2,14
1568,motor,motorboat,14.54,4.3,1.51,3.1,66,88,99,11,22
1637,super,yacht,20.39,5.76,2.23,34.8,66,90,96,6,24
2347,super,yacht,21.06,5.42,2.31,18.8,66,111,112,1,45
2509,super,yacht,22.82,5.9,3.02,35.8,66,116,127,11,50
2522,sail,sailboat,10.38,3.45,1.61,4.8,66,117,124,7,51
2643,motor,motorboat,18.9,5.71,1.81,0.0,66,121,123,2,55
2731,super,yacht,24.76,6.45,2.72,23.4,66,123,129,6,57
2749,sail,sailboat,11.11,3.36,1.79,5.1,66,124,132,8,58
2768,super,yacht,27.99,7.68,3.28,25.6,66,124,131,7,58
947,small,motorboat,8.24,2.69,0.83,2.7,67,67,70,3,0
954,motor,motorboat,15.56,4.33,1.5,0.0,67,67,69,2,0
970,sail,sailboat,14.78,4.76,2.24,4.8,67,67,68,1,0
975,motor,motorboat,16.77,5.06,1.55,13.9,67,68,70,2,1
998,sail,sailboat,13.0,4.16,1.97,0.0,67,69,92,23,2
1001,sail,sailboat,10.32,3.45,1.68,0.0,67,69,72,3,2
1016,motor,motorboat,10.0,3.05,0.9,5.3,67,70,73,3,3
1068,small,motorboat,6.79,2.39,0.71,0.0,67,72,74,2,5
1083,super,yacht,21.65,6.12,2.63,37.3,67,72,77,5,5
1089,small,motorboat,6.56,2.16,0.66,3.3,67,72,75,3,5
1112,small,motorboat,7.33,2.62,0.66,0.0,67,73,80,7,6
1118,motor,motorboat,14.09,3.93,1.33,5.7,67,73,80,7,6
1239,motor,motorboat,11.11,3.32,1.07,3.5,67,77,83,6,10
1256,motor,motorboat,15.28,4.48,1.33,10.2,67,77,79,2,10
1266,motor,motorboat,15.11,4.68,1.32,6.9,67,78,82,4,11
1284,motor,motorboat,15.82,4.64,1.38,8.9,67,78,88,10,11
1300,small,motorboat,7.34,2.63,0.76,0.0,67,79,85,6,12
1309,motor,motorboat,12.19,3.52,1.29,5.5,67,79,83,4,12
1326,motor,motorboat,18.46,5.28,1.86,0.0,67,80,86,6,13
1352,motor,motorboat,14.43,4.31,1.48,5.4,67,80,107,27,13
1363,sail,sailboat,9.87,3.31,1.52,2.6,67,81,82,1,14
1390,sail,sailboat,13.98,4.36,2.12,0.0,67,81,84,3,14
1680,super,yacht,20.32,5.66,2.59,16.3,67,91,93,2,24
1818,sail,sailboat,11.58,3.61,2.01,5.3,67,95,96,1,28
1997,motor,motorboat,15.57,4.58,1.6,12.3,67,101,107,6,34
2099,small,motorboat,8.02,2.73,0.82,2.2,67,104,109,5,37
2322,sail,sailboat,12.42,4.15,1.92,0.0,67,111,112,1,44
2420,motor,motorboat,17.15,5.28,1.76,11.8,67,114,121,7,47
2721,super,yacht,24.47,7.0,3.17,23.0,67,123,124,1,56
2727,sail,sailboat,12.83,3.9,2.23,3.9,67,123,133,10,56
3081,motor,motorboat,16.84,4.83,1.63,9.6,67,134,138,4,67
978,sail,sailboat,9.5,2.95,1.55,0.0,68,68,75,7,0
979,motor,motorboat,16.58,4.9,1.72,6.8,68,68,69,1,0
1002,sail,sailboat,9.52,3.07,1.68,2.4,68,69,77,8,1
1014,small,motorboat,7.92,2.74,0.82,2.7,68,70,76,6,2
1022,sail,sailboat,11.43,3.83,1.94,6.3,68,70,75,5,2
1024,sail,sailboat,11.38,3.76,1.99,4.7,68,70,75,5,2
1027,sail,sailboat,12.74,4.29,2.1,5.4,68,70,72,2,2
1057,sail,sailboat,13.71,4.58,2.18,6.0,68,71,77,6,3
1067,sail,sailboat,16.62,5.34,2.73,0.0,68,72,74,2,4
1092,motor,motorboat,14.31,4.4,1.47,5.8,68,73,86,13,5
1099,motor,motorboat,16.22,5.05,1.66,8.9,68,73,75,2,5
1184,sail,sailboat,10.6,3.28,1.64,6.4,68,75,76,1,7
1245,motor,motorboat,10.0,2.99,1.04,4.3,68,77,84,7,9
1251,sail,sailboat,11.01,3.62,1.85,0.0,68,77,79,2,9
1298,small,motorboat,8.62,2.8,0.84,2.6,68,79,91,12,11
1376,small,motorboat,8.8,2.85,0.93,2.4,68,81,84,3,13
1379,motor,motorboat,15.42,4.81,1.38,0.0,68,81,93,12,13
1546,motor,motorboat,12.34,3.42,1.26,0.0,68,87,99,12,19
1661,super,yacht,23.93,6.26,2.85,12.4,68,91,94,3,23
1743,sail,sailboat,11.89,3.99,1.86,0.0,68,93,97,4,25
1749,small,motorboat,9.04,3.0,0.98,2.0,68,94,107,13,26
2198,motor,motorboat,17.17,5.04,1.5,6.4,68,107,108,1,39
2581,small,motorboat,6.8,2.24,0.61,3.4,68,119,127,8,51
2886,motor,motorboat,12.2,3.71,1.28,4.7,68,128,135,7,60
3148,sail,sailboat,9.9,3.2,1.67,2.7,68,136,139,3,68
989,super,yacht,20.8,5.64,2.46,14.8,69,69,71,2,0
1011,sail,sailboat,11.25,3.54,1.8,0.0,69,70,79,9,1
1030,motor,motorboat,10.19,3.06,1.04,6.4,69,71,73,2,2
1041,motor,motorboat,13.01,3.62,1.32,4.6,69,71,73,2,2
1042,motor,motorboat,10.45,3.2,0.89,4.2,69,71,72,1,2
1050,small,motorboat,6.84,2.31,0.7,2.6,69,71,75,4,2
1051,motor,motorboat,12.18,3.69,1.22,3.9,69,71,74,3,2
1054,sail,sailboat,15.14,5.06,2.57,0.0,69,71,77,6,2
1105,motor,motorboat,12.49,3.62,1.13,6.4,69,73,79,6,4
1172,motor,motorboat,10.0,2.87,1.01,7.0,69,74,87,13,5
1369,sail,sailboat,16.64,5.37,2.54,0.0,69,81,82,1,12
1392,sail,sailboat,11.73,3.54,2.09,5.8,69,81,87,6,12
1395,motor,motorboat,21.02,6.23,2.1,28.4,69,81,87,6,12
1426,motor,motorboat,14.9,4.26,1.58,6.3,69,82,84,2,13
1480,motor,motorboat,17.83,5.26,1.72,12.0,69,85,89,4,16
1484,super,yacht,23.8,6.73,2.99,27.8,69,85,96,11,16
1785,motor,motorboat,16.75,4.8,1.72,7.2,69,94,98,4,25
1794,small,motorboat,6.22,2.15,0.68,0.0,69,94,106,12,25
1905,sail,sailboat,15.21,5.1,2.42,0.0,69,98,101,3,29
1985,sail,sailboat,12.87,4.23,2.08,0.0,69,101,106,5,32
2023,super,yacht,20.29,5.8,2.52,20.4,69,102,105,3,33
2275,super,yacht,23.48,6.69,2.9,15.8,69,109,110,1,40
2283,sail,sailboat,11.36,3.82,1.76,0.0,69,109,116,7,40
2309,small,motorboat,8.69,3.03,0.86,0.0,69,110,111,1,41
2311,motor,motorboat,17.26,5.32,1.66,12.4,69,110,112,2,41
2676,sail,sailboat,9.92,3.01,1.77,3.1,69,122,125,3,53
1013,sail,sailboat,11.46,3.53,1.99,5.8,70,70,72,2,0
1034,small,motorboat,8.48,2.84,0.87,0.0,70,71,72,1,1
1035,motor,motorboat,11.63,3.35,1.11,4.8,70,71,76,5,1
1036,super,yacht,25.22,6.44,3.15,16.8,70,71,72,1,1
1038,sail,sailboat,14.16,4.49,2.2,3.7,70,71,79,8,1
1040,motor,motorboat,16.85,5.24,1.54,11.8,70,71,75,4,1
1043,motor,motorboat,13.35,4.13,1.17,5.1,70,71,74,3,1
1045,motor,motorboat,16.65,4.78,1.56,7.4,70,71,73,2,1
1056,sail,sailboat,14.19,4.54,2.19,0.0,70,71,72,1,1
1065,sail,sailboat,14.95,4.79,2.32,5.6,70,72,74,2,2
1080,motor,motorboat,18.57,5.46,1.87,13.3,70,72,74,2,2
1123,sail,sailboat,12.99,3.96,2.4,3.7,70,73,80,7,3
1200,sail,sailboat,12.7,4.05,1.95,6.9,70,75,78,3,5
1261,small,motorboat,6.43,2.25,0.59,2.2,70,77,84,7,7
1358,super,yacht,23.38,6.45,2.56,20.6,70,80,84,4,10
1371,motor,motorboat,16.64,5.13,1.55,7.0,70,81,87,6,11
1407,motor,motorboat,17.36,5.08,1.55,12.8,70,82,94,12,12
1418,sail,sailboat,14.72,4.93,2.68,4.3,70,82,83,1,12
1807,small,motorboat,9.31,3.1,0.9,0.0,70,95,97,2,25
1865,super,yacht,25.09,7.05,2.76,27.6,70,96,97,1,26
1951,sail,sailboat,12.35,3.86,2.04,0.0,70,100,104,4,30
2292,motor,motorboat,14.12,4.02,1.25,6.7,70,110,117,7,40
2357,sail,sailboat,12.34,4.07,2.22,3.4,70,112,124,12,42
2455,sail,sailboat,10.85,3.62,1.67,4.4,70,115,118,3,45
2812,small,motorboat,7.97,2.68,0.88,0.0,70,126,130,4,56
2844,sail,sailboat,13.04,4.18,2.22,6.0,70,127,129,2,57
2858,sail,sailboat,11.02,3.38,1.92,5.4,70,127,130,3,57
3464,motor,motorboat,14.4,4.02,1.34,0.0,70,144,146,2,74
1031,sail,sailboat,14.87,4.96,2.44,6.2,71,71,74,3,0
1044,motor,motorboat,13.15,4.02,1.32,0.0,71,71,73,2,0
1062,small,motorboat,8.28,2.85,0.89,2.1,71,72,73,1,1
1063,sail,sailboat,15.39,5.07,2.43,0.0,71,72,75,3,1
1070,small,motorboat,7.97,2.64,0.79,0.0,71,72,81,9,1
1079,small,motorboat,7.44,2.55,0.83,0.0,71,72,82,10,1
1096,motor,motorboat,17.28,4.82,1.71,10.7,71,73,77,4,2
1097,sail,sailboat,15.22,4.6,2.65,12.3,71,73,75,2,2
1116,sail,sailboat,10.71,3.31,1.73,6.0,71,73,80,7,2
1122,motor,motorboat,15.27,4.26,1.5,0.0,71,73,79,6,2
1221,sail,sailboat,12.54,4.15,1.93,0.0,71,76,78,2,5
1279,small,motorboat,8.37,2.82,0.9,2.2,71,78,82,4,7
1321,sail,sailboat,9.5,3.11,1.45,2.6,71,79,92,13,8
1384,motor,motorboat,10.89,3.23,1.0,6.1,71,81,95,14,10
1411,motor,motorboat,13.0,3.81,1.14,6.3,71,82,84,2,11
1415,sail,sailboat,10.93,3.4,2.01,4.4,71,82,87,5,11
1417,sail,sailboat,13.67,4.58,2.4,5.9,71,82,88,6,11
1423,motor,motorboat,12.26,3.73,1.14,3.2,71,82,89,7,11
1427,sail,sailboat,14.75,4.81,2.37,6.4,71,82,85,3,11
1449,motor,motorboat,10.0,2.85,0.92,4.3,71,84,89,5,13
1482,sail,sailboat,12.73,4.05,2.16,3.1,71,85,87,2,14
1860,motor,motorboat,16.21,4.67,1.68,7.2,71,96,98,2,25
2201,small,motorboat,8.55,2.93,0.9,2.4,71,107,112,5,36
2468,sail,sailboat,14.98,4.81,2.53,3.8,71,115,116,1,44
2583,sail,sailboat,12.89,4.0,2.08,3.9,71,119,120,1,48
2679,sail,sailboat,15.1,4.82,2.6,7.0,71,122,124,2,51
2695,super,yacht,22.16,6.18,2.86,24.2,71,123,149,26,52
2846,sail,sailboat,10.27,3.25,1.85,5.3,71,127,128,1,56
3011,small,motorboat,8.3,2.75,0.87,0.0,71,131,132,1,60
4213,sail,sailboat,16.91,5.5,2.78,10.9,71,171,176,5,100
4255,sail,sailboat,12.46,3.83,1.88,0.0,71,173,178,5,102
1069,sail,sailboat,15.28,4.65,2.59,13.2,72,72,74,2,0
1084,sail,sailboat,11.1,3.64,1.66,6.8,72,72,81,9,0
1121,sail,sailboat,12.55,3.99,2.19,4.6,72,73,76,3,1
1127,motor,motorboat,14.14,4.1,1.43,5.6,72,73,78,5,1
1133,sail,sailboat,15.89,5.32,2.74,8.0,72,73,77,4,1
1142,sail,sailboat,9.91,3.25,1.63,3.2,72,74,76,2,2
1154,sail,sailboat,16.76,5.44,2.87,13.5,72,74,82,8,2
1159,small,motorboat,9.47,3.24,0.97,3.1,72,74,76,2,2
1166,motor,motorboat,18.06,5.55,1.68,0.0,72,74,77,3,2
1241,small,motorboat,7.46,2.45,0.7,2.7,72,77,78,1,5
1273,sail,sailboat,12.26,3.99,1.87,0.0,72,78,80,2,6
1334,motor,motorboat,19.94,5.81,1.95,7.2,72,80,82,2,8
1388,sail,sailboat,12.11,4.02,2.1,4.2,72,81,82,1,9
1460,super,yacht,25.31,6.55,2.93,24.1,72,84,86,2,12
1490,motor,motorboat,11.98,3.51,1.12,0.0,72,85,88,3,13
1516,sail,sailboat,13.66,4.49,2.38,5.1,72,86,87,1,14
1675,motor,motorboat,17.99,5.59,1.88,12.3,72,91,92,1,19
1677,sail,sailboat,13.15,4.25,2.26,5.5,72,91,93,2,19
2228,motor,motorboat,15.44,4.31,1.32,0.0,72,108,123,15,36
2274,super,yacht,25.95,6.87,3.4,21.6,72,109,110,1,37
2428,motor,motorboat,14.4,4.42,1.5,6.6,72,114,121,7,42
2551,super,yacht,27.68,7.12,3.64,17.9,72,118,119,1,46
3699,super,yacht,22.18,5.88,2.77,29.8,72,150,155,5,78
4767,motor,motorboat,13.05,4.04,1.28,4.3,72,212,213,1,140
1091,sail,sailboat,11.84,3.61,1.81,5.8,73,73,76,3,0
1094,sail,sailboat,13.7,4.49,2.08,3.5,73,73,75,2,0
1098,sail,sailboat,17.0,5.48,3.1,9.8,73,73,76,3,0
1106,motor,motorboat,14.65,4.57,1.39,0.0,73,73,76,3,0
1110,sail,sailboat,14.94,4.55,2.46,5.2,73,73,87,14,0
1124,motor,motorboat,13.74,4.11,1.25,4.4,73,73,74,1,0
1145,motor,motorboat,19.18,5.46,1.69,9.6,73,74,76,2,1
1150,sail,sailboat,13.26,4.07,2.16,6.6,73,74,81,7,1
1175,motor,motorboat,15.18,4.68,1.55,9.1,73,74,79,5,1
1186,sail,sailboat,15.68,4.89,2.5,8.0,73,75,77,2,2
1187,sail,sailboat,11.76,3.91,2.16,6.3,73,75,76,1,2
1188,small,motorboat,9.5,3.19,0.96,0.0,73,75,85,10,2
1190,sail,sailboat,17.0,5.64,2.73,9.6,73,75,78,3,2
1199,motor,motorboat,13.89,4.25,1.2,6.6,73,75,81,6,2
1207,sail,sailboat,16.18,5.36,2.65,13.4,73,76,82,6,3
1233,motor,motorboat,11.51,3.48,1.2,5.1,73,77,80,3,4
1254,sail,sailboat,16.76,5.09,2.82,13.9,73,77,102,25,4
1262,motor,motorboat,17.44,4.98,1.82,7.5,73,78,91,13,5
1267,sail,sailboat,17.0,5.47,3.1,8.9,73,78,81,3,5
1285,sail,sailboat,13.53,4.28,2.45,0.0,73,78,81,3,5
1313,motor,motorboat,10.31,3.22,1.04,6.5,73,79,84,5,6
1386,motor,motorboat,11.41,3.33,1.21,5.4,73,81,92,11,8
1405,sail,sailboat,14.61,4.46,2.39,5.0,73,82,87,5,9
1475,small,motorboat,8.94,3.06,0.92,0.0,73,85,88,3,12
1483,sail,sailboat,17.0,5.22,3.01,7.0,73,85,94,9,12
1553,super,yacht,27.94,7.99,3.6,27.7,73,87,100,13,14
1588,sail,sailboat,15.33,4.9,2.75,6.3,73,88,91,3,15
1681,sail,sailboat,10.14,3.15,1.81,0.0,73,91,92,1,18
1780,sail,sailboat,13.36,4.16,2.22,0.0,73,94,95,1,21
1808,small,motorboat,8.94,3.12,0.84,2.1,73,95,98,3,22
2104,motor,motorboat,13.97,4.22,1.3,0.0,73,104,113,9,31
2121,sail,sailboat,11.72,3.66,1.92,6.9,73,105,125,20,32
2654,super,yacht,24.58,6.27,2.9,20.6,73,122,125,3,49
2668,motor,motorboat,14.03,3.91,1.35,5.5,73,122,125,3,49
2879,sail,sailboat,14.62,4.59,2.45,5.0,73,128,132,4,55
2910,motor,motorboat,13.92,4.18,1.29,5.5,73,129,130,1,56
2955,super,yacht,27.95,7.71,3.64,39.7,73,130,132,2,57
3151,sail,sailboat,12.95,4.18,2.06,4.9,73,136,141,5,63
1137,motor,motorboat,13.74,3.85,1.42,0.0,74,74,78,4,0
1138,sail,sailboat,12.64,3.9,1.99,6.4,74,74,80,6,0
1148,motor,motorboat,10.0,3.13,0.94,5.9,74,74,79,5,0
1152,sail,sailboat,14.52,4.62,2.22,0.0,74,74,76,2,0
1167,motor,motorboat,20.7,5.91,2.07,24.6,74,74,77,3,0
1171,small,motorboat,6.47,2.24,0.69,3.3,74,74,85,11,0
1174,sail,sailboat,13.14,4.17,2.05,6.7,74,74,75,1,0
1181,small,motorboat,6.54,2.18,0.73,0.0,74,75,81,6,1
1192,sail,sailboat,12.52,4.02,2.29,3.7,74,75,82,7,1
1198,motor,motorboat,17.55,4.95,1.54,12.6,74,75,77,2,1
1202,sail,sailboat,13.04,4.31,2.35,4.2,74,75,78,3,1
1206,motor,motorboat,15.81,4.9,1.55,13.2,74,75,82,7,1
1209,small,motorboat,7.67,2.65,0.74,0.0,74,76,104,28,2
1213,sail,sailboat,14.14,4.34,2.42,3.5,74,76,89,13,2
1214,small,motorboat,6.22,2.13,0.64,3.0,74,76,79,3,2
1224,sail,sailboat,13.42,4.04,2.34,4.0,74,76,80,4,2
1226,sail,sailboat,13.22,4.34,2.11,0.0,74,76,79,3,2
1229,motor,motorboat,12.75,3.83,1.3,4.6,74,76,77,1,2
1259,sail,sailboat,14.96,4.83,2.32,6.8,74,77,79,2,3
1263,motor,motorboat,13.24,3.7,1.32,0.0,74,78,80,2,4
1264,sail,sailboat,15.38,4.78,2.67,0.0,74,78,80,2,4
