request_id,segment,boat_type,length_m,beam_m,draft_m,power_kw,booking_day,arrival_day,departure_day,nights,lead_days
1575,small,motorboat,6.72,2.32,0.72,3.2,51,63,66,3,12
1646,sail,sailboat,13.49,4.39,2.13,0.0,51,65,66,1,14
1652,sail,sailboat,14.23,4.41,2.36,4.0,51,65,66,1,14
1659,sail,sailboat,11.1,3.68,1.93,6.7,51,65,78,13,14
1667,motor,motorboat,13.91,4.33,1.27,6.7,51,65,72,7,14
1693,sail,sailboat,13.68,4.34,2.41,0.0,51,65,68,3,14
1714,sail,sailboat,12.2,4.08,2.05,6.8,51,66,68,2,15
1837,motor,motorboat,17.81,5.46,1.76,0.0,51,67,68,1,16
1854,sail,sailboat,10.74,3.51,1.92,4.5,51,68,72,4,17
2003,motor,motorboat,17.07,4.84,1.68,8.8,51,71,72,1,20
2175,small,motorboat,8.75,2.92,0.84,2.3,51,74,76,2,23
2232,sail,sailboat,10.44,3.22,1.66,4.0,51,75,79,4,24
2578,super,yacht,22.59,6.2,2.58,31.2,51,82,109,27,31
2617,motor,motorboat,10.0,3.12,1.0,0.0,51,83,84,1,32
2803,sail,sailboat,12.03,3.74,1.96,5.4,51,87,117,30,36
2874,super,yacht,23.28,6.47,3.09,15.1,51,88,92,4,37
2917,motor,motorboat,18.2,5.48,1.65,13.0,51,89,112,23,38
3052,sail,sailboat,16.77,5.66,3.05,9.6,51,92,97,5,41
3382,sail,sailboat,10.92,3.44,1.91,5.3,51,97,104,7,46
3474,sail,sailboat,13.71,4.22,2.24,3.5,51,98,100,2,47
3929,super,yacht,24.18,6.22,3.24,18.5,51,105,108,3,54
4057,sail,sailboat,11.16,3.62,1.7,6.7,51,107,108,1,56
4214,super,yacht,21.62,5.62,2.56,28.6,51,109,113,4,58
6465,sail,sailboat,12.59,4.26,2.0,0.0,51,144,158,14,93
6736,motor,motorboat,14.95,4.42,1.35,3.0,51,148,151,3,97
1185,small,motorboat,9.01,3.23,0.91,0.0,52,52,66,14,0
1191,motor,motorboat,20.7,5.91,2.07,24.6,52,52,55,3,0
1195,small,motorboat,6.47,2.24,0.69,3.3,52,52,63,11,0
1198,sail,sailboat,13.14,4.17,2.05,6.7,52,52,53,1,0
1216,sail,sailboat,15.36,4.95,2.52,9.7,52,53,54,1,1
1218,sail,sailboat,16.43,5.09,2.49,8.6,52,53,59,6,1
1219,motor,motorboat,10.0,2.88,1.05,0.0,52,53,56,3,1
1221,small,motorboat,9.12,3.05,0.95,2.7,52,53,58,5,1
1239,small,motorboat,6.95,2.37,0.73,0.0,52,53,57,4,1
1248,small,motorboat,8.52,2.99,0.89,0.0,52,54,57,3,2
1261,sail,sailboat,14.89,4.61,2.63,6.4,52,54,76,22,2
1274,motor,motorboat,16.14,4.81,1.5,8.8,52,54,60,6,2
1282,sail,sailboat,14.34,4.44,2.46,0.0,52,54,56,2,2
1322,small,motorboat,6.84,2.4,0.69,0.0,52,56,62,6,4
1347,sail,sailboat,11.77,3.74,1.82,5.6,52,57,64,7,5
1369,motor,motorboat,17.55,5.35,1.64,13.9,52,58,61,3,6
1382,small,motorboat,6.08,2.14,0.6,3.4,52,58,67,9,6
1503,sail,sailboat,15.09,4.85,2.37,11.8,52,61,63,2,9
1523,sail,sailboat,9.84,3.17,1.64,3.2,52,61,67,6,9
1581,motor,motorboat,15.74,4.66,1.37,10.0,52,63,67,4,11
1644,sail,sailboat,13.33,4.44,2.14,6.4,52,64,66,2,12
1651,sail,sailboat,13.02,4.07,2.12,6.4,52,65,68,3,13
1719,sail,sailboat,12.08,3.87,1.92,3.4,52,66,68,2,14
1732,sail,sailboat,14.11,4.26,2.56,3.2,52,66,72,6,14
1794,super,yacht,21.23,5.94,2.34,0.0,52,67,70,3,15
2114,super,yacht,20.33,5.7,2.7,24.3,52,73,76,3,21
2235,sail,sailboat,10.19,3.43,1.64,0.0,52,75,77,2,23
2573,small,motorboat,7.35,2.4,0.69,3.0,52,82,87,5,30
2658,sail,sailboat,13.46,4.24,2.19,5.4,52,84,85,1,32
2793,small,motorboat,7.6,2.56,0.75,2.4,52,87,89,2,35
3311,motor,motorboat,13.03,3.97,1.29,4.2,52,95,100,5,43
3416,sail,sailboat,12.22,4.08,1.84,6.9,52,97,98,1,45
3451,super,yacht,24.73,7.06,2.98,23.4,52,98,100,2,46
3673,motor,motorboat,16.2,5.0,1.56,9.0,52,101,102,1,49
3770,motor,motorboat,12.4,3.48,1.25,0.0,52,103,104,1,51
4333,sail,sailboat,15.29,4.65,2.28,0.0,52,111,116,5,59
5951,super,yacht,25.24,7.03,3.15,21.0,52,136,166,30,84
6328,sail,sailboat,13.37,4.48,2.11,6.4,52,142,172,30,90
6518,super,yacht,23.18,6.34,2.66,37.3,52,144,166,22,92
6894,super,yacht,26.27,7.2,3.32,29.5,52,150,151,1,98
1225,sail,sailboat,12.73,4.12,2.25,6.0,53,53,57,4,0
1227,small,motorboat,8.5,2.97,0.95,3.1,53,53,56,3,0
1233,sail,sailboat,12.83,3.99,2.35,6.0,53,53,57,4,0
1236,sail,sailboat,13.26,4.12,2.3,0.0,53,53,56,3,0
1244,sail,sailboat,9.5,3.02,1.54,3.2,53,53,61,8,0
1246,sail,sailboat,16.26,5.5,2.64,0.0,53,53,56,3,0
1249,motor,motorboat,15.56,4.46,1.49,11.1,53,54,60,6,1
1253,motor,motorboat,14.94,4.56,1.35,6.5,53,54,55,1,1
1277,sail,sailboat,12.13,3.92,2.15,6.8,53,54,57,3,1
1279,sail,sailboat,14.78,4.78,2.62,6.2,53,54,67,13,1
1287,sail,sailboat,13.89,4.64,2.17,5.7,53,54,57,3,1
1291,sail,sailboat,16.02,5.01,2.79,0.0,53,55,62,7,2
1298,sail,sailboat,17.0,5.2,3.0,12.9,53,55,62,7,2
1300,sail,sailboat,12.4,4.18,2.28,0.0,53,55,57,2,2
1302,sail,sailboat,12.43,4.08,2.14,0.0,53,55,56,1,2
1310,small,motorboat,6.68,2.28,0.61,0.0,53,55,56,1,2
1312,motor,motorboat,15.61,4.44,1.45,6.9,53,55,58,3,2
1313,motor,motorboat,12.45,3.81,1.15,6.1,53,55,58,3,2
1314,sail,sailboat,13.54,4.47,2.1,5.2,53,55,74,19,2
1317,sail,sailboat,16.95,5.37,2.99,7.9,53,55,58,3,2
1324,motor,motorboat,15.36,4.72,1.58,10.8,53,56,58,2,3
1341,super,yacht,25.82,6.95,3.09,23.1,53,57,67,10,4
1392,sail,sailboat,17.0,5.44,2.68,6.2,53,58,60,2,5
1399,sail,sailboat,10.35,3.48,1.69,3.5,53,58,62,4,5
1441,sail,sailboat,14.58,4.82,2.6,5.8,53,59,61,2,6
1442,motor,motorboat,10.0,3.03,1.0,3.7,53,60,67,7,7
1514,sail,sailboat,13.06,4.01,2.37,0.0,53,61,71,10,8
1536,small,motorboat,7.73,2.49,0.73,2.4,53,62,63,1,9
1583,sail,sailboat,13.8,4.2,2.35,6.0,53,63,64,1,10
1587,super,yacht,24.92,6.53,2.7,15.7,53,63,66,3,10
1624,motor,motorboat,15.55,4.73,1.39,8.6,53,64,66,2,11
1629,sail,sailboat,14.33,4.49,2.34,3.6,53,64,70,6,11
1634,super,yacht,24.84,6.84,3.06,37.2,53,64,70,6,11
1713,small,motorboat,8.56,2.84,0.82,0.0,53,66,73,7,13
1725,super,yacht,27.36,7.61,3.12,23.7,53,66,68,2,13
1763,sail,sailboat,11.77,3.99,1.96,0.0,53,66,67,1,13
1771,small,motorboat,9.32,3.11,0.88,0.0,53,66,68,2,13
1784,sail,sailboat,12.08,3.95,1.87,5.7,53,67,71,4,14
1804,motor,motorboat,16.27,4.65,1.6,10.8,53,67,73,6,14
1808,sail,sailboat,14.51,4.59,2.49,4.7,53,67,69,2,14
1824,motor,motorboat,11.8,3.36,1.03,5.7,53,67,72,5,14
1836,sail,sailboat,11.37,3.69,2.03,6.6,53,67,75,8,14
1911,sail,sailboat,10.27,3.29,1.65,4.1,53,69,72,3,16
2018,motor,motorboat,22.0,6.55,2.05,31.6,53,72,81,9,19
2185,motor,motorboat,14.63,4.25,1.49,6.1,53,74,79,5,21
2978,sail,sailboat,10.89,3.49,1.63,3.9,53,90,93,3,37
3252,motor,motorboat,15.62,4.63,1.66,13.5,53,95,101,6,42
3586,small,motorboat,8.25,2.82,0.9,2.6,53,100,106,6,47
3829,motor,motorboat,15.89,4.45,1.36,9.2,53,104,105,1,51
3871,small,motorboat,6.17,2.07,0.66,2.0,53,104,105,1,51
3887,motor,motorboat,14.61,4.13,1.26,0.0,53,104,105,1,51
3891,super,yacht,27.6,7.61,3.23,0.0,53,105,107,2,52
3930,sail,sailboat,16.97,5.22,3.04,8.1,53,105,106,1,52
4008,sail,sailboat,15.41,5.17,2.45,13.3,53,106,117,11,53
4322,sail,sailboat,13.18,3.98,2.36,4.6,53,111,113,2,58
5426,super,yacht,22.37,6.3,2.79,27.2,53,129,135,6,76
6412,super,yacht,22.32,6.0,2.89,38.0,53,143,146,3,90
6460,super,yacht,25.16,6.44,2.74,12.4,53,144,148,4,91
7257,super,yacht,26.39,6.82,3.04,27.3,53,157,162,5,104
8203,small,motorboat,9.26,3.25,1.01,3.2,53,179,180,1,126
8311,sail,sailboat,12.71,4.0,1.93,0.0,53,182,187,5,129
1250,motor,motorboat,20.11,5.71,2.05,15.7,54,54,56,2,0
1262,motor,motorboat,13.94,4.0,1.36,5.9,54,54,55,1,0
1266,sail,sailboat,9.5,3.07,1.71,2.9,54,54,59,5,0
1270,motor,motorboat,18.86,5.31,1.95,11.8,54,54,57,3,0
1297,small,motorboat,7.26,2.58,0.68,0.0,54,55,56,1,1
1306,sail,sailboat,15.21,4.88,2.45,0.0,54,55,58,3,1
1319,sail,sailboat,11.31,3.73,1.96,4.8,54,55,61,6,1
1329,motor,motorboat,10.5,3.18,0.97,3.9,54,56,62,6,2
1371,small,motorboat,8.85,2.84,0.93,0.0,54,58,80,22,4
1419,sail,sailboat,12.16,3.66,1.87,5.4,54,59,63,4,5
1433,motor,motorboat,11.96,3.72,1.11,5.3,54,59,71,12,5
1444,sail,sailboat,11.74,3.83,2.15,0.0,54,60,63,3,6
1454,super,yacht,20.84,5.33,2.74,17.8,54,60,62,2,6
1458,sail,sailboat,14.41,4.83,2.37,5.5,54,60,63,3,6
1460,motor,motorboat,16.95,4.75,1.69,11.3,54,60,61,1,6
1466,sail,sailboat,15.55,5.13,2.34,9.7,54,60,61,1,6
1544,sail,sailboat,9.5,3.05,1.75,2.2,54,62,69,7,8
1555,sail,sailboat,14.57,4.43,2.43,5.3,54,63,64,1,9
1576,small,motorboat,8.55,2.99,0.86,0.0,54,63,65,2,9
1589,sail,sailboat,15.46,5.03,2.32,0.0,54,63,66,3,9
1607,sail,sailboat,15.5,4.93,2.39,13.0,54,64,71,7,10
1706,sail,sailboat,11.98,3.88,2.17,3.8,54,66,68,2,12
1734,super,yacht,26.71,7.24,3.43,16.5,54,66,70,4,12
1738,motor,motorboat,14.82,4.28,1.53,4.7,54,66,73,7,12
1757,sail,sailboat,11.13,3.49,1.81,0.0,54,66,69,3,12
1758,sail,sailboat,9.5,2.92,1.65,2.5,54,66,67,1,12
1797,small,motorboat,6.07,2.17,0.57,0.0,54,67,69,2,13
1809,motor,motorboat,15.4,4.42,1.64,8.3,54,67,69,2,13
1860,motor,motorboat,16.79,4.77,1.7,9.3,54,68,73,5,14
1874,motor,motorboat,16.11,4.75,1.52,10.4,54,68,72,4,14
1888,super,yacht,21.51,5.94,2.6,36.2,54,68,79,11,14
1890,motor,motorboat,15.96,4.8,1.48,10.1,54,68,70,2,14
2097,sail,sailboat,12.75,4.03,2.1,3.3,54,73,74,1,19
2112,sail,sailboat,13.47,4.52,2.0,5.2,54,73,76,3,19
2174,sail,sailboat,16.87,5.29,2.76,7.1,54,74,79,5,20
2199,sail,sailboat,12.34,3.98,2.11,0.0,54,75,82,7,21
2608,motor,motorboat,14.03,4.34,1.24,4.1,54,82,84,2,28
2752,motor,motorboat,20.39,5.84,1.77,37.7,54,86,88,2,32
2792,super,yacht,23.88,6.25,2.61,13.9,54,87,94,7,33
2875,sail,sailboat,14.51,4.52,2.43,0.0,54,88,89,1,34
3315,motor,motorboat,10.0,2.84,0.98,6.4,54,95,100,5,41
3643,super,yacht,22.85,5.84,2.53,32.6,54,101,102,1,47
4356,small,motorboat,8.26,2.81,0.86,0.0,54,112,115,3,58
4361,sail,sailboat,11.45,3.84,2.06,3.7,54,112,115,3,58
4419,super,yacht,27.97,7.93,3.2,0.0,54,113,114,1,59
6908,motor,motorboat,17.19,4.77,1.7,0.0,54,150,162,12,96
8373,small,motorboat,8.41,2.89,0.88,2.6,54,185,192,7,131
1303,small,motorboat,6.62,2.24,0.64,2.6,55,55,56,1,0
1305,sail,sailboat,12.53,4.17,2.23,0.0,55,55,56,1,0
1309,motor,motorboat,19.93,5.99,1.99,13.3,55,55,57,2,0
1311,sail,sailboat,11.89,3.95,2.18,5.9,55,55,62,7,0
1328,sail,sailboat,9.5,3.16,1.5,2.5,55,56,61,5,1
1339,sail,sailboat,15.17,5.09,2.75,10.4,55,57,60,3,2
1354,motor,motorboat,14.16,4.25,1.28,6.4,55,57,60,3,2
1400,sail,sailboat,10.89,3.53,1.84,4.4,55,58,66,8,3
1423,motor,motorboat,14.79,4.53,1.44,5.0,55,59,60,1,4
1439,super,yacht,27.1,7.23,3.61,33.2,55,59,62,3,4
1446,small,motorboat,8.57,2.93,0.93,0.0,55,60,65,5,5
1472,motor,motorboat,17.8,4.97,1.6,7.9,55,60,67,7,5
1499,super,yacht,24.99,6.55,2.73,17.0,55,61,64,3,6
1548,motor,motorboat,18.22,5.54,1.86,8.9,55,62,63,1,7
1566,sail,sailboat,10.51,3.31,1.9,0.0,55,63,69,6,8
1675,sail,sailboat,13.44,4.22,2.13,3.8,55,65,67,2,10
1705,motor,motorboat,12.21,3.56,1.19,5.9,55,65,72,7,10
1716,motor,motorboat,15.95,4.47,1.61,0.0,55,66,73,7,11
1729,small,motorboat,8.84,3.06,0.94,2.8,55,66,69,3,11
1826,sail,sailboat,12.98,4.36,2.22,3.0,55,67,92,25,12
1856,small,motorboat,9.03,3.25,0.82,0.0,55,68,71,3,13
1858,small,motorboat,8.86,2.96,0.8,0.0,55,68,70,2,13
1873,sail,sailboat,11.74,3.91,1.98,0.0,55,68,70,2,13
1931,sail,sailboat,14.67,4.61,2.52,3.8,55,69,71,2,14
1932,motor,motorboat,14.63,4.56,1.3,6.6,55,69,74,5,14
2103,sail,sailboat,15.4,4.83,2.75,0.0,55,73,74,1,18
2116,sail,sailboat,14.59,4.64,2.24,5.2,55,73,86,13,18
2217,super,yacht,27.97,7.94,3.11,17.6,55,75,76,1,20
2394,super,yacht,26.53,6.74,3.16,26.1,55,79,85,6,24
2503,sail,sailboat,14.46,4.61,2.67,6.2,55,80,82,2,25
2693,sail,sailboat,9.53,3.06,1.56,3.3,55,85,113,28,30
3555,motor,motorboat,13.59,4.17,1.39,6.0,55,100,101,1,45
3597,sail,sailboat,11.93,3.81,1.95,4.7,55,100,104,4,45
4022,sail,sailboat,13.8,4.6,2.1,4.0,55,107,113,6,52
4168,sail,sailboat,14.69,4.82,2.69,5.0,55,108,129,21,53
4198,super,yacht,28.97,7.89,3.3,26.1,55,109,111,2,54
4272,sail,sailboat,12.17,3.75,2.0,0.0,55,110,114,4,55
4515,motor,motorboat,20.31,5.82,2.15,38.8,55,114,118,4,59
4726,motor,motorboat,11.88,3.59,1.21,0.0,55,117,120,3,62
6628,small,motorboat,6.29,2.08,0.6,2.4,55,146,153,7,91
1321,sail,sailboat,13.49,4.52,2.08,0.0,56,56,68,12,0
1362,sail,sailboat,10.18,3.42,1.84,0.0,56,57,63,6,1
1370,sail,sailboat,14.98,4.58,2.47,6.9,56,58,64,6,2
1373,small,motorboat,8.57,2.98,0.78,0.0,56,58,65,7,2
1376,sail,sailboat,16.83,5.28,2.62,12.0,56,58,61,3,2
1390,small,motorboat,7.33,2.6,0.71,0.0,56,58,64,6,2
1403,motor,motorboat,14.22,4.05,1.3,6.3,56,58,65,7,2
1529,small,motorboat,7.3,2.34,0.73,2.5,56,62,65,3,6
1564,sail,sailboat,15.68,4.73,2.35,11.5,56,63,70,7,7
1601,sail,sailboat,15.36,5.19,2.76,9.4,56,64,68,4,8
1603,small,motorboat,8.7,3.11,0.83,3.2,56,64,71,7,8
1643,sail,sailboat,12.28,4.05,2.17,6.7,56,64,68,4,8
1649,small,motorboat,6.4,2.08,0.63,0.0,56,65,71,6,9
1678,sail,sailboat,15.11,5.11,2.63,11.2,56,65,67,2,9
1736,motor,motorboat,16.12,4.57,1.57,13.4,56,66,72,6,10
1891,sail,sailboat,15.85,5.31,2.84,8.6,56,68,70,2,12
1910,motor,motorboat,14.89,4.56,1.4,4.6,56,69,72,3,13
1953,small,motorboat,6.43,2.09,0.58,2.2,56,70,77,7,14
1975,small,motorboat,6.24,2.22,0.57,2.0,56,70,96,26,14
1993,super,yacht,27.48,7.46,3.68,38.4,56,71,73,2,15
2200,super,yacht,21.95,5.92,2.86,23.4,56,75,77,2,19
2397,sail,sailboat,11.74,3.83,1.78,0.0,56,79,80,1,23
2823,sail,sailboat,14.58,4.72,2.49,0.0,56,87,89,2,31
3246,super,yacht,24.0,6.54,2.65,36.2,56,94,96,2,38
3328,motor,motorboat,15.25,4.37,1.53,13.3,56,95,98,3,39
3772,sail,sailboat,12.69,4.07,2.15,0.0,56,103,106,3,47
3822,small,motorboat,6.69,2.16,0.64,3.4,56,103,108,5,47
4119,super,yacht,21.39,5.7,2.8,21.0,56,108,112,4,52
4247,sail,sailboat,14.76,4.87,2.39,3.7,56,109,135,26,53
4557,sail,sailboat,13.03,4.27,2.35,0.0,56,115,122,7,59
6555,motor,motorboat,18.94,5.7,1.98,0.0,56,145,148,3,89
6644,sail,sailboat,15.81,4.83,2.59,8.1,56,147,148,1,91
8022,super,yacht,23.52,6.24,3.14,18.7,56,176,177,1,120
1338,sail,sailboat,14.84,4.96,2.33,3.8,57,57,59,2,0
1342,motor,motorboat,14.43,4.07,1.31,3.1,57,57,64,7,0
1344,sail,sailboat,14.5,4.86,2.24,5.5,57,57,59,2,0
1352,sail,sailboat,15.37,5.13,2.81,11.1,57,57,64,7,0
1357,sail,sailboat,13.75,4.2,2.21,6.1,57,57,65,8,0
1363,motor,motorboat,17.25,5.05,1.66,0.0,57,57,62,5,0
1381,sail,sailboat,13.84,4.4,2.24,3.2,57,58,65,7,1
1386,sail,sailboat,12.9,3.89,2.2,4.5,57,58,88,30,1
1397,sail,sailboat,15.2,4.89,2.55,12.3,57,58,66,8,1
1398,small,motorboat,6.13,2.21,0.63,2.4,57,58,63,5,1
1402,super,yacht,21.88,6.15,2.76,18.4,57,58,60,2,1
1405,super,yacht,22.08,6.19,2.64,15.2,57,59,65,6,2
1411,sail,sailboat,16.19,5.2,2.75,6.6,57,59,66,7,2
1425,sail,sailboat,17.0,5.23,3.01,9.0,57,59,62,3,2
1438,motor,motorboat,14.27,4.15,1.37,4.7,57,59,63,4,2
1506,motor,motorboat,13.31,4.09,1.25,6.1,57,61,67,6,4
1530,sail,sailboat,12.46,3.95,1.97,6.2,57,62,70,8,5
1598,sail,sailboat,11.23,3.79,2.05,6.3,57,64,77,13,7
1604,motor,motorboat,17.7,5.28,1.57,6.4,57,64,65,1,7
1621,sail,sailboat,17.0,5.53,2.79,7.2,57,64,67,3,7
1648,super,yacht,26.89,7.24,3.59,20.7,57,65,68,3,8
1653,sail,sailboat,13.06,4.22,2.08,6.5,57,65,68,3,8
1654,sail,sailboat,16.78,5.64,2.69,9.2,57,65,70,5,8
1695,sail,sailboat,10.51,3.29,1.77,5.3,57,65,69,4,8
1764,sail,sailboat,12.45,3.8,2.09,5.1,57,66,89,23,9
1765,motor,motorboat,15.48,4.76,1.38,12.4,57,66,67,1,9
1789,sail,sailboat,14.39,4.82,2.26,4.8,57,67,71,4,10
1800,sail,sailboat,16.86,5.18,3.09,0.0,57,67,79,12,10
1843,motor,motorboat,18.02,5.51,1.89,8.0,57,68,74,6,11
1867,sail,sailboat,9.5,2.92,1.6,2.5,57,68,78,10,11
1940,sail,sailboat,13.95,4.31,2.49,5.3,57,69,77,8,12
1941,motor,motorboat,18.17,5.63,1.8,8.7,57,69,71,2,12
1952,motor,motorboat,20.41,6.16,1.86,24.4,57,70,72,2,13
1985,sail,sailboat,12.07,3.89,1.84,0.0,57,71,78,7,14
2386,super,yacht,23.44,6.42,3.13,33.1,57,78,88,10,21
2414,sail,sailboat,13.76,4.43,2.5,0.0,57,79,82,3,22
2450,motor,motorboat,16.96,5.13,1.54,12.9,57,80,93,13,23
2605,motor,motorboat,14.63,4.52,1.56,5.1,57,82,84,2,25
2644,super,yacht,24.03,6.14,3.02,31.8,57,83,84,1,26
2838,small,motorboat,7.46,2.49,0.69,0.0,57,88,93,5,31
2906,sail,sailboat,16.65,5.14,3.05,0.0,57,89,101,12,32
3373,sail,sailboat,11.47,3.87,1.94,4.9,57,96,97,1,39
3428,super,yacht,24.15,6.21,2.75,23.2,57,98,117,19,41
4499,sail,sailboat,15.33,4.99,2.42,6.1,57,114,121,7,57
4622,sail,sailboat,9.9,3.1,1.61,3.1,57,116,120,4,59
5293,sail,sailboat,14.51,4.4,2.42,0.0,57,126,129,3,69
5316,motor,motorboat,14.79,4.49,1.51,3.4,57,127,130,3,70
7071,super,yacht,26.85,7.6,3.15,22.0,57,153,158,5,96
1372,sail,sailboat,14.25,4.59,2.51,3.3,58,58,59,1,0
1379,sail,sailboat,12.63,4.26,2.04,5.7,58,58,62,4,0
1385,motor,motorboat,14.72,4.49,1.5,5.9,58,58,66,8,0
1388,sail,sailboat,15.05,4.65,2.62,11.5,58,58,67,9,0
1391,sail,sailboat,14.2,4.76,2.11,4.1,58,58,60,2,0
1394,motor,motorboat,10.0,2.87,0.9,5.9,58,58,64,6,0
1414,small,motorboat,9.26,3.33,0.87,0.0,58,59,61,2,1
1416,small,motorboat,6.45,2.23,0.59,3.1,58,59,60,1,1
1429,motor,motorboat,16.89,5.15,1.74,0.0,58,59,62,3,1
1430,sail,sailboat,10.4,3.34,1.69,6.2,58,59,64,5,1
1434,sail,sailboat,14.88,4.87,2.62,5.1,58,59,62,3,1
1437,sail,sailboat,10.2,3.31,1.76,6.4,58,59,63,4,1
1445,small,motorboat,6.62,2.34,0.67,0.0,58,60,64,4,2
1461,motor,motorboat,17.11,5.24,1.68,10.0,58,60,62,2,2
1464,motor,motorboat,16.12,4.95,1.56,0.0,58,60,63,3,2
1467,motor,motorboat,16.2,5.0,1.55,6.4,58,60,62,2,2
1512,small,motorboat,6.86,2.23,0.64,0.0,58,61,63,2,3
1585,motor,motorboat,14.36,4.18,1.51,6.8,58,63,64,1,5
1666,motor,motorboat,19.17,5.72,1.9,0.0,58,65,69,4,7
1710,motor,motorboat,20.22,6.22,1.92,16.7,58,66,72,6,8
1728,motor,motorboat,10.0,3.1,0.94,5.8,58,66,70,4,8
1735,small,motorboat,7.75,2.72,0.74,3.2,58,66,74,8,8
1762,small,motorboat,6.06,2.06,0.6,2.2,58,66,70,4,8
1803,super,yacht,24.36,6.51,3.12,18.9,58,67,73,6,9
1813,sail,sailboat,12.94,4.16,2.37,0.0,58,67,69,2,9
1878,sail,sailboat,10.96,3.36,1.93,5.0,58,68,71,3,10
1885,sail,sailboat,13.28,4.4,2.11,0.0,58,68,69,1,10
1923,sail,sailboat,11.91,3.6,1.93,4.1,58,69,82,13,11
1935,sail,sailboat,12.27,4.09,2.06,4.4,58,69,73,4,11
1964,motor,motorboat,10.0,2.99,0.9,6.9,58,70,71,1,12
1977,sail,sailboat,12.76,4.21,2.3,5.2,58,70,76,6,12
2006,small,motorboat,9.28,3.3,0.99,0.0,58,71,101,30,13
2021,motor,motorboat,14.77,4.46,1.4,6.0,58,72,75,3,14
2034,motor,motorboat,12.05,3.64,1.27,4.3,58,72,78,6,14
2037,motor,motorboat,12.04,3.73,1.06,4.0,58,72,80,8,14
2038,small,motorboat,8.58,2.94,0.93,0.0,58,72,78,6,14
2082,super,yacht,25.92,7.39,3.3,36.2,58,73,76,3,15
2400,small,motorboat,7.33,2.5,0.79,3.0,58,79,94,15,21
3367,motor,motorboat,14.81,4.28,1.49,5.8,58,96,98,2,38
3776,small,motorboat,6.11,2.1,0.59,2.6,58,103,108,5,45
4267,sail,sailboat,14.66,4.76,2.29,0.0,58,110,113,3,52
4401,motor,motorboat,16.4,4.67,1.53,0.0,58,112,115,3,54
4607,small,motorboat,7.73,2.56,0.85,3.4,58,116,134,18,58
6573,sail,sailboat,13.32,4.04,2.14,0.0,58,145,166,21,87
8853,super,yacht,27.92,7.63,3.25,39.8,58,208,213,5,150
1406,sail,sailboat,13.26,4.46,2.35,6.6,59,59,65,6,0
1418,sail,sailboat,11.46,3.68,2.11,6.8,59,59,66,7,0
1422,sail,sailboat,11.64,3.78,1.77,6.4,59,59,64,5,0
1426,motor,motorboat,12.95,3.96,1.37,4.6,59,59,66,7,0
1427,sail,sailboat,15.63,5.13,2.62,0.0,59,59,61,2,0
1456,motor,motorboat,16.53,5.08,1.47,11.1,59,60,62,2,1
1462,sail,sailboat,15.03,5.07,2.41,8.3,59,60,63,3,1
1469,motor,motorboat,18.36,5.17,1.91,13.1,59,60,61,1,1
1473,small,motorboat,6.97,2.38,0.76,2.7,59,60,63,3,1
1488,motor,motorboat,16.63,4.89,1.48,11.7,59,61,67,6,2
1492,sail,sailboat,11.96,3.79,2.11,5.2,59,61,64,3,2
1493,motor,motorboat,14.83,4.53,1.39,6.4,59,61,69,8,2
1494,small,motorboat,8.58,2.95,0.87,0.0,59,61,64,3,2
1498,motor,motorboat,15.89,4.48,1.61,0.0,59,61,66,5,2
1516,motor,motorboat,17.49,4.89,1.8,0.0,59,61,64,3,2
1554,small,motorboat,6.35,2.2,0.69,3.3,59,63,80,17,4
1610,sail,sailboat,10.55,3.56,1.76,3.4,59,64,94,30,5
1692,small,motorboat,7.06,2.27,0.79,3.0,59,65,66,1,6
1700,super,yacht,20.19,5.39,2.43,33.5,59,65,67,2,6
1751,small,motorboat,6.28,2.06,0.66,0.0,59,66,67,1,7
1754,sail,sailboat,11.78,3.9,2.07,0.0,59,66,69,3,7
1781,motor,motorboat,12.55,3.76,1.2,3.1,59,67,72,5,8
1790,sail,sailboat,14.03,4.74,2.11,6.2,59,67,71,4,8
1791,sail,sailboat,13.26,4.27,2.44,3.6,59,67,70,3,8
1819,small,motorboat,7.86,2.58,0.74,0.0,59,67,81,14,8
1822,sail,sailboat,15.27,4.93,2.56,7.5,59,67,78,11,8
1855,sail,sailboat,17.0,5.2,3.01,12.2,59,68,70,2,9
1896,sail,sailboat,14.86,4.65,2.62,0.0,59,69,73,4,10
1920,super,yacht,25.49,6.86,2.94,14.4,59,69,70,1,10
1960,small,motorboat,8.5,2.97,0.95,2.0,59,70,73,3,11
1962,motor,motorboat,10.01,2.8,1.01,4.4,59,70,72,2,11
1986,sail,sailboat,13.96,4.42,2.16,3.4,59,71,85,14,12
2010,motor,motorboat,18.75,5.3,1.99,7.2,59,71,75,4,12
2032,sail,sailboat,13.16,4.18,2.37,0.0,59,72,75,3,13
2048,sail,sailboat,13.58,4.23,2.16,3.0,59,72,76,4,13
2211,sail,sailboat,14.08,4.54,2.59,5.5,59,75,78,3,16
2221,super,yacht,21.97,5.8,2.82,26.7,59,75,77,2,16
2441,super,yacht,27.33,7.58,3.64,15.0,59,80,83,3,21
2492,sail,sailboat,12.8,4.18,2.2,3.6,59,80,85,5,21
3515,sail,sailboat,12.68,4.04,2.14,0.0,59,99,125,26,40
3517,super,yacht,26.06,7.2,3.49,12.1,59,99,110,11,40
3675,sail,sailboat,11.32,3.52,2.06,0.0,59,102,103,1,43
